title,sub,link,created
Iraanse autoriteiten claimen einde van demonstraties,Zeventig betogers op vrije voeten.,https://fd.nl/economie-politiek/1235085/demonstraties-iran-beeindigd,7 jan 18
Olietanker in brand gevlogen voor kust China,Alle 32 bemanningsleden van het schip worden vermist.,https://fd.nl/economie-politiek/1235074/olietanker-in-brand-gevlogen-voor-kust-china,7 jan 18
Bouw nieuwe luchthaven Berlijn kost nog eens €1 mrd meer,Het is de zoveelste tegenvaller voor het geplaagde vliegveld.,https://fd.nl/economie-politiek/1235084/bouw-nieuwe-luchthaven-berlijn-kost-nog-eens-1-mrd-meer,7 jan 18
Witte voetjes uit Bulgarije,Kersverse EU-voorzitter moet vechten tegen hardnekkig imago van corruptie.,https://fd.nl/economie-politiek/1234911/witte-voetjes-uit-bulgarije,7 jan 18
KLM-cabinepersoneel gaat maandag niet staken,Vakbond FNV wil eerst meer duidelijk over het cao-akkoord tussen KLM en de concurrerende vakbond VNC.,https://fd.nl/ondernemen/1235072/klm-cabinepersoneel-gaat-maandag-niet-staken,7 jan 18
Het duurt nog jaren voordat oliebedrijven het cadeau van Trump kunnen uitpakken ,"Er mag geboord worden in de wateren voor de Amerikaanse kust, maar zijn er nog wel kapitaalverschaffers voor nieuwe fossiele avonturen? En hoe zit het met welwillendheid van de  lokale bestuurders? ",https://fd.nl/ondernemen/1234917/het-duurt-nog-jaren-voordat-oliebedrijven-het-cadeau-van-trump-kunnen-uitpakken,7 jan 18
Trump ontkent dom en instabiel te zijn,Amerikaanse president omschrijft zichzelf als een 'zeer stabiel genie'. ,https://fd.nl/economie-politiek/1235070/trump-ontkent-dom-en-instabiel-te-zijn,6 jan 18
Erasmus bevriest band met Rotterdams corps om misstanden,Uitzending Rambam over ontgroeningen zorgt voor sancties in Rotterdam en Utrecht.,https://fd.nl/economie-politiek/1235082/erasmus-bevriest-band-met-rotterdams-corps-om-misstanden,6 jan 18
KLM staat landingsrechten af aan budgetvlieger Norwegian Air,Budgetvlieger krijgt onder druk van de Europese Commissie start- en landingsrechten op Schiphol en gaat naar New York vliegen.,https://fd.nl/economie-politiek/1235081/klm-staat-landingsrechten-af-aan-budgetvlieger-norwegian-air,6 jan 18
Turkije en Duitsland willen einde aan bekoelde relatie tussen beide landen,Gabriel en Cavusoglu ontmoeten elkaar in Nedersaksen.,https://fd.nl/economie-politiek/1235080/turkije-en-duitsland-willen-einde-aan-bekoelde-relatie-tussen-beide-landen,6 jan 18
"VS stoppen veiligheidssteun van $1,8 mrd voor Pakistan",Pakistanen doen volgens regering-Trump te weinig in de strijd tegen islamitisch terrorisme. ,https://fd.nl/economie-politiek/1235079/vs-stoppen-veiligheidssteun-van-1-8-mrd-voor-pakistan,6 jan 18
KLM sluit principeakkoord over cao met grootste bond,KLM en vakbond VNC in principe akkoord over nieuwe cao. FNV weet nog niet of het de aangekondigde staking afblaast.,https://fd.nl/ondernemen/1235078/klm-sluit-principe-akkoord-over-cao-met-grootste-bond-staking-nog-niet-van-de-baan,6 jan 18
De drie koningen en het pluche," Het opmerkelijke driemanschap Camiel Eurlings, Donald Trump en ayatollah Ali Khamenei domineerde deze week het nieuws. Een van hen is inmiddels afgetreden.",https://fd.nl/weekend/1234921/de-drie-koningen-en-het-pluche,6 jan 18
Shortlist Geopolitiek,We leven in tijden van globale machtsverschuivingen en internationale politieke onrust. Welke drie must reads bieden houvast volgens historicus Rob De Wijk?,https://fd.nl/morgen/1234644/shortlist-geopolitiek,6 jan 18
Al het afval is een grondstof,"Door het groeiende besef dat we voor het behoud van de aarde moeten streven naar een kringloopeconomie, wordt steeds meer afval als grondstof beschouwd. Over de veranderende rollen van producenten en overheden in het ingewikkelde proces van verduurzaming gaat de bijeenkomst All waste is a resource.",https://fd.nl/morgen/1234638/al-het-afval-is-een-grondstof,6 jan 18
'EU-lidmaatschap gaat niet alleen over economie. Je moet ernaar leven',"Balkanlanden kunnen alleen toetreden als zij zich conformeren aan Europese waarden, zegt verantwoordelijk eurocommissaris Johannes Hahn. ",https://fd.nl/economie-politiek/1234424/eu-lidmaatschap-gaat-niet-alleen-over-economie-je-moet-ernaar-leven,6 jan 18
Oude bronnen,,https://fd.nl/morgen/1234409/qin-s-dodelijke-zoektocht-naar-een-levenselixer,6 jan 18
Balkan stelt Europa voor dilemma - alweer,EU moet laveren tussen uitbreidingsmoeheid en het kopen van stabiliteit.,https://fd.nl/economie-politiek/1234369/balkan-stelt-europa-voor-dilemma-alweer,6 jan 18
Eigenwijs en tegendraads in al zijn vezels,"Een gesprek met Edward Heerema, de nestor van de Nederlandse offshore, over leiderschap, zijn vader, de relatie met zijn broers, het klimaat en zijn opvolging.",https://fd.nl/weekend/1233363/eigenwijs-en-tegendraads-in-al-zijn-vezels,6 jan 18
Splitsen voor snelheid,Splitsen voor snelheid,https://fd.nl/morgen/1233111/splitsen-voor-snelheid,6 jan 18
 Het adressenboekje van Mieke Zaanen,,https://fd.nl/fd-persoonlijk/1231989/het-adressenboekje-van-mieke-zaanen,6 jan 18
Hilary Akers spreekt met Charles Spence over gastrofysica,"Gastrofysica is een nieuwe eetwetenschap en voor ieder van ons interessant, of je nu alleen eet of samen, thuis of op straat, bij experimentele sterrenzaken of juist bij ruige restaurants die van  kop tot staart koken. En het is ook de titel van een boek.",https://fd.nl/fd-persoonlijk/1231316/hilary-akers-spreekt-met-charles-spence-over-gastrofysica,6 jan 18
Geloven in Amerika,"Van de megakerkdiensten tot een biddende Trump. Amerika-kenner Frans Verhagen ontdekte dat Amerika niet alleen een smeltkroes is van culturen, maar ook van religieuze stromingen. Geloof doordesemt alles.",https://fd.nl/fd-persoonlijk/1230782/geloven-in-amerika,6 jan 18
‘Dubai van Zuidoost-Azië’ loopt tegen Chinese grenzen aan,"'Forest City', een megalomaan vastgoedproject van Chinese vastgoedontwikkelaars, moet op zoek naar nieuwe huizenkopers nu de Chinezen het laten afweten. ",https://fd.nl/weekend/1221225/nieuwe-megastad-singapore-loopt-tegen-chinese-kredietrestricties-aan,6 jan 18
Zorgt Trump eigenhandig voor Amerikaanse beursrecords? ,Donald Trump loopt graag te koop met de 'Highest Stock Market EVER'. Hoeveel van de koerswinst is werkelijk toe te schrijven aan zijn beleid?,https://fd.nl/beurs/1235013/zorgt-trump-eigenhandig-voor-amerikaanse-beursrecords,6 jan 18
Wat moeten beleggers dit jaar met goud?,Goud was de afgelopen weken bezig met een flinke opmars en bereikte de hoogste stand in drie maanden. Op jaarbasis won het edelmetaal zelfs pakweg 11%. Kunnen beleggers dit jaar gouden bergen verwachten?,https://fd.nl/beurs/1234920/wat-moeten-beleggers-dit-jaar-met-goud,6 jan 18
Voor zwartkijkers valt er volop te somberen,"De langstlopende opgaande markt uit de geschiedenis jaagt sommigen de stuipen op het lijf. Nu 2018 is begonnen, regent het waarschuwingen op de aandelen- en obligatiemarkten.",https://fd.nl/beurs/1234804/voor-zwartkijkers-valt-er-volop-te-somberen,6 jan 18
Griep,,https://fd.nl/morgen/1234630/waar-blijft-het-griepvaccin,6 jan 18
Big mother,Ruk je los van Big Mother,https://fd.nl/morgen/1234411/ruk-je-los-van-big-mother,6 jan 18
Vliegende schoonmaakrobot,Vliegtuigen zijn broedplaatsen voor bacteriën en virussen. De Germ Falcon maakt hier korte metten mee.,https://fd.nl/morgen/1234367/vliegende-schoonmaakrobot,6 jan 18
Op de smartphone mét handschoenen,Over wat het oog ziet en het hart raakt.,https://fd.nl/fd-persoonlijk/1229875/op-de-smartphone-met-handschoenen,6 jan 18
Wat maakt alle ellende van Hanya Yanagihara zo aantrekkelijk?,De boeken van de Amerikaanse Hanya Yanagihara laten zich lezen als Griekse tragedies: de gruwelen erin wekken angst en medelijden op. En het gevoel van opluchting dat het ons niet overkomt en dat het hoe dan ook fictie is. Profiel van het werk van een intense schrijver.,https://fd.nl/fd-persoonlijk/1227607/wat-maakt-alle-ellende-van-hanya-yanagihara-zo-aantrekkelijk,6 jan 18
Personalia 6-1-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1234910/personalia-6-1-2018,6 jan 18
Forever 21 reorganiseert en sluit flagshipstore in Amsterdam,Meer dan 100 werknemers komen op straat te staan.,https://fd.nl/ondernemen/1235034/forever-21-reorganiseert-en-sluit-flagshipstore-in-amsterdam,5 jan 18
'Boeing praat met Brazilië over overname Embraer',Bescherming van de defensieactiviteiten moet de onderhandelingen vlot trekken,https://fd.nl/ondernemen/1234932/boeing-praat-met-brazilie-over-overname-embraer,5 jan 18
Op Wall Street blijft het feest voor beleggers voortduren,Rally op Amerikaaanse aandelenbeurzen houdt aan,https://fd.nl/beurs/1235019/na-dow-25-000-staat-de-muziek-nog-aan-op-wall-street,5 jan 18
Weer stap richting beursgang Saudi Aramco,Staatsoliebedrijf kan voortaan meerdere aandeelhouders hebben,https://fd.nl/ondernemen/1235033/weer-stap-richting-beursgang-aramco,5 jan 18
Trump vraagt Congres om $18 mrd voor Mexicaanse muur,President zoekt financiering voor beloofde grensbarrière.,https://fd.nl/economie-politiek/1235032/trump-vraagt-amerikaanse-congres-18-mrd-voor-mexicaanse-muur,5 jan 18
Nieuwe Griekse aandeelhouder voor Brabantse zinkproducent,Investering van €20 mln in modernisering Budelse fabriek.,https://fd.nl/ondernemen/1235031/nieuwe-griekse-aandeelhouder-voor-brabantse-zinkproducent,5 jan 18
Moeten we de race met de machines wel aangaan?,"Uiteindelijk zullen robots niet voor grootschalige werkloosheid zorgen, maar wat zal de waarde van het menszijn nog zijn?",https://fd.nl/opinie/1234690/moeten-we-de-race-met-de-machines-wel-aangaan,5 jan 18
Opinie | Reacties van lezers op artikelen en brieven,Reacties van lezers op artikelen en brieven,https://fd.nl/opinie/1234585/opinie-reacties-van-lezers-op-artikelen-en-brieven,5 jan 18
Brits bedrijf koopt Gelderse verlichtingsspecialist,Tweede Nederlandse overname van het Britse bedrijf Thorpe.,https://fd.nl/ondernemen/1235030/beursgenoteerd-brits-bedrijf-koopt-gelderse-verlichtingsspecialist,5 jan 18
Ontsnappingclausule voor Messi bij afscheiding Catalonië,Voetballer kan gratis weg als FC Barcelona niet meer mag meedoen aan belangrijke voetbaltoernooien.,https://fd.nl/economie-politiek/1234931/ontsnappingclausule-voor-messi-bij-afscheiding-catalonie,5 jan 18
Nederland financiert zich terecht saai,Het behoedzame optreden van het Agentschap van het ministerie van Financiën is een teken van een verstandig beleid.,https://fd.nl/beurs/1234761/nederland-financiert-zich-terecht-saai,5 jan 18
Oplossing voor de landbouw is niet nostalgie  maar innovatie,Wat de landbouw nodig heeft is een overheid die lef en ondernemerschap stimuleert en niet één die ingrijpt met draconische maatregelen.,https://fd.nl/opinie/1234760/oplossing-voor-de-landbouw-is-niet-nostalgie-maar-innovatie,5 jan 18
Beleggingsgoeroe Mark Mobius gaat op z'n 81-ste met pensioen,De 'nestor van het beleggen in opkomende markten' neemt na drie decennia afscheid van Franklin Templeton.,https://fd.nl/beurs/1235029/nestor-mark-mobius-van-het-beleggen-in-opkomende-markten-gaat-op-z-n-81-ste-met-pensioen,5 jan 18
Woningprijs stijgt 8% in 2017 ,Het aantal transacties breekt records,https://fd.nl/economie-politiek/1235028/woningprijs-stijgt-8-in-2017,5 jan 18
Klein verlies Deutsche Bank door nieuwe belastingregels VS,Bank wordt ook geraakt door teruglopend handelsvolume.,https://fd.nl/beurs/1234927/klein-verlies-deutsche-bank-door-nieuwe-belastingregels-vs,5 jan 18
Topman Corendon vindt latere opening vluchthaven Lelystad een slecht idee,Uitstel is volgens Steven van der Heijden overdreven.,https://fd.nl/ondernemen/1235027/topman-corendon-vindt-latere-opening-vluchthaven-lelystad-een-slecht-idee,5 jan 18
Beter verdiend,"In een taal die wij niet kunnen lezen, of waarvan wij het origineel niet bij de hand hebben, is de vertaler onze blindengeleidehond.",https://fd.nl/opinie/1234429/beter-verdiend,5 jan 18
Eurobooming 2018. Opvallende consensus over opleving in eurozone,Anno 2018 zijn we de 'boom'-ironie lang en breed voorbij.,https://fd.nl/economie-politiek/1235026/eurobooming-2018-opvallende-consensus-over-economische-opleving-in-eurozone,5 jan 18
Vliegende jaarstart zet AEX op hoogste punt in ruim tien jaar,"Een dag nadat de Dow Jones door de 25.000 punten is gegaan, heeft ook de AEX een nieuwe piek neergezet. Alleen Boskalis verloor stevig.",https://fd.nl/beurs/1234906/europese-beurzen-op-weg-naar-vlakke-opening,5 jan 18
IG Metall zet looneis kracht bij met 'waarschuwingsstakingen',Machtige Duitse vakbond pleit voor loonsverhoging van 6% en een kortere werkweek.,https://fd.nl/economie-politiek/1234930/ig-metall-zet-met-waarschuwingsstakingen-looneis-van-6-kracht-bij,5 jan 18
"Iran, en ook het Westen, gebaat bij diplomatiek trapezewerk","Wie veranderingen in Iran van binnenuit wil stimuleren, zoekt liever de dialoog. Agressieve retoriek van VS, Israël en Saoedi-Arabië verzwakt alleen maar de positie van de gematigden in Iran.",https://fd.nl/weekend/1234647/iran-en-ook-het-westen-gebaat-bij-diplomatiek-trapezewerk,5 jan 18
Japanners bieden €520 mln voor Belgisch biotechbedrijf Tigenix,Belangrijke aandeelhouders akkoord met overname,https://fd.nl/ondernemen/1234926/japanse-farmaconcern-wil-ruim-500-mln-betalen-voor-belgisch-biotechbedrijf-tigenix,5 jan 18
"Met spoed gezocht: 6000 koks, desnoods uit Spanje",De schreeuwende personeelstekorten drijven Nederlandse restaurateurs tot de nodige creativiteit. ,https://fd.nl/economie-politiek/1234687/met-spoed-gezocht-6000-koks-desnoods-uit-spanje,5 jan 18
Horeca in grote steden rukt op ondanks personeelstekort ,Het CBS heeft berekend dat de horeca in Nederland een tekort aan personeel heeft van 11%. 'Ik neem nu mensen aan die vijf jaar geleden geen kans hadden gemaakt.',https://fd.nl/weekend/1227521/horeca-in-grote-steden-rukt-op-ondanks-personeelstekort,5 jan 18
Gebouwd op zachte planken,De Dow Jones index is boven de 25.000 punten geschoten. Dat is verrassend genoeg eerder een teken van stabilisatie dan van oververhitting.,https://fd.nl/ondernemen/1235021/gebouwd-op-zachte-planken,5 jan 18
Steinhoff blijft sleutelen aan het bestuur ,Zuid-Afrikaans woningconcern Steinhoff vervangt de cfo en zit nog steeds dringend verlegen om geld.,https://fd.nl/ondernemen/1235023/steinhoff-blijft-sleutelen-aan-het-bestuur,5 jan 18
Grote beleggers dragen kosten beleggingsonderzoek zelf,Alleen pensioenbelegger PGGM wil niet zeggen of het kosten van analistenrapporten zelf betaalt of doorberekent aan zijn klanten.,https://fd.nl/beurs/1235020/grote-beleggers-dragen-kosten-beleggingsonderzoek-zelf,5 jan 18
Het turbulente leven van Mata Hari,"Een eeuw na haar overlijden is Mata Hari meer mythe dan mens. Ze is van iedereen, en dus voer voor ieders fantasie. Wat blijft er over na het afpellen van de legende?",https://fd.nl/fd-persoonlijk/1232511/het-turbulente-leven-van-mata-hari,5 jan 18
Onteigening Hedwigepolder mag van Hoge Raad,Rechters nemen aanbeveling advocaat-generaal niet over.,https://fd.nl/economie-politiek/1235014/onteigening-hedwigepolder-mag-van-raad-van-state,5 jan 18
De favoriete plekken van Tjeerd van Bekkum,"Een ideale agenda zonder beperkingen van tijd, afstand of geld. Deze week in de rubriek Droomweekend: Tjeerd van Bekkum, ceo van Leeuwarden-Fryslân 2018.",https://fd.nl/fd-persoonlijk/1231081/de-favoriete-plekken-van-tjeerd-van-bekkum,5 jan 18
Banengroei in VS valt lager uit ,"Werkloosheid blijft onveranderd laag op 4,1% van de beroepsbevolking.",https://fd.nl/economie-politiek/1234919/banengroei-in-vs-valt-lager-uit,5 jan 18
Waarom horloges Tiffany & Co. aan de man moeten helpen,Nicola Andreatta (44) is managing director van de horlogedivisie van Tiffany & Co. Hij legt uit waarom het merk zijn pijlen richt op mannen en niet aan de smartwatch begint.,https://fd.nl/fd-persoonlijk/1230122/waarom-horloges-tiffany-co-aan-de-man-moeten-helpen,5 jan 18
Digitaal gepland bouwen: goedkoper en sneller,Bouwen zonder hoofdaannemer gaat sneller en is goedkoper,https://fd.nl/morgen/1234143/digitaal-gepland-bouwen-goedkoper-en-sneller,5 jan 18
Alle Apple-producten vatbaar voor veiligheidslekken chips,"iPhones, iPads en Macs krijgen zo snel mogelijk een update.",https://fd.nl/ondernemen/1235012/apple-al-onze-producten-vatbaar-voor-veiligheidslek-chips,5 jan 18
Winkels en tankstations bezorgen graancoöperatie miljoenenwinst ,Deelnemingen stuwen resultaat van Zeeuwse graancoöperatie CZAV.,https://fd.nl/ondernemen/1235011/winkels-en-tankstations-bezorgen-graancooperatie-miljoenenwinst,5 jan 18
Camiel Eurlings vertrekt bij IOC,Voormalig minister zegt 'de hele gang van zaken' zeer te betreuren.,https://fd.nl/economie-politiek/1235010/camiel-eurlings-vertrekt-bij-ioc,5 jan 18
Gasconsumptie in VS naar record door extreme kou,Ondanks bovengemiddelde vraag liggen de gasprijzen in Amerika verre van een recordniveau.,https://fd.nl/economie-politiek/1234808/gasconsumptie-in-vs-naar-record-door-extreme-kou,5 jan 18
Hoe de ING-handelaren uit Amsterdam verdwenen,"Terwijl veel banken dit jaar personeel van Londen naar het Europese vasteland verhuizen, bewandelt ING de omgekeerde weg. De laatste effectenhandelaar in Amsterdam trok eind november de deur achter zich dicht.",https://fd.nl/beurs/1234034/hoe-de-ing-handelaren-uit-amsterdam-verdwijnen,5 jan 18
Lekker lenen bij je ouders,Monique en haar man kochten na het nodige gedoe met de bank een huis voor hun dochter.,https://fd.nl/werk-en-geld/1234080/helpen-met-een-huis,5 jan 18
Nieuwe naam Robeco: Orix Corporation Europe,"Voor de goede orde: de naamswijziging betreft Robeco Groep, de holdingmaatschappij waar de Rotterdamse vermogensbeheerder onder valt.",https://fd.nl/beurs/1235007/nieuwe-naam-robeco-orix-corporation-europe,5 jan 18
Kerninflatie eurozone blijft zeer laag ,"Kerninflatie schommelt al maanden tussen de 0,9 en 1,2%.",https://fd.nl/economie-politiek/1235006/kerninflatie-eurozone-blijft-zeer-laag,5 jan 18
Wat vertellen zijn posts over Jesse Klaver?,GroenLinks-fractieleider Jesse Klaver geeft op zijn Instagram-account ook een inkijkje in zijn privéleven. Dat is wel een zorgvuldig geregisseerd inkijkje.,https://fd.nl/fd-persoonlijk/1232435/wat-vertellen-zijn-posts-over-jesse-klaver,5 jan 18
"Farewell, Facebook. Hello, Steemit!",Jim Stolze voegde de daad bij het woord en maakte zijn digitale verkering met Mark Zuckerberg uit,https://fd.nl/morgen/1234359/farewell-facebook-hello-steemit,5 jan 18
'Overname Dole door Greenyard afgeketst',Overnamegesprekken lijken te zijn stukgelopen op de prijs. ,https://fd.nl/ondernemen/1235003/overname-dole-door-greenyard-afgeketst,5 jan 18
Duitse winkelverkopen in november gestegen,"Vooral de verkoop van kleding en schoenen steeg met 10% hard, net als de verkopen van postorder- en internetretailers (+10,5%).",https://fd.nl/beurs/1234909/duitse-winkelverkopen-in-november-gestegen,5 jan 18
Een zee met een innerlijke dynamiek,"Aan de Middellandse Zee bloeit de innovatie. Technologiehubs, energiehubs en kruispunten van mensen en goederen leggen nieuwe, dynamische verbindingen met de wereld.",https://fd.nl/morgen/1234637/een-zee-met-een-innerlijke-dynamiek,5 jan 18
Seoel en Pyongyang volgende week in gesprek over Olympische Spelen,Zuid-Koreanen willen mogelijk gezamenlijke ploeg met Noorden.,https://fd.nl/economie-politiek/1234908/seoel-en-pyongyang-volgende-week-in-gesprek-over-olympische-spelen,5 jan 18
Vakbonden slepen Jumbo voor rechter om breken staking,"Supermarktconcern Jumbo vindt dat de claim voor een schadevergoeding van € 0,5 mln elke grond mist.",https://fd.nl/ondernemen/1234907/vakbonden-vechten-stakingsrel-met-jumbo-uit-voor-de-rechter,5 jan 18
De machinist heeft niets meer te doen,Een robot bestuurt straks de vrachttreinen op de Betuweroute. Theoretisch kan een robot ook de machinist vervangen tussen Utrecht en Amsterdam. Waarom is dit beter? En waar wachten we nog op?,https://fd.nl/morgen/1234193/de-machinist-heeft-niets-meer-te-doen,5 jan 18
ChristenUnie wil uitstel opening Lelystad Airport,Met CU erbij tekent zich meerderheid in Tweede Kamer af voor latere startdatum.,https://fd.nl/economie-politiek/1234905/cu-rekent-op-uitstel-opening-lelystad-airport,5 jan 18
"Uber-oprichter verkoopt belang voor $1,4 mrd","Afgezette ceo Kalanick bezit nog 7,1% van de aandelen in het door hem opgerichte bedrijf.",https://fd.nl/ondernemen/1234904/uber-oprichter-verkoopt-belang-voor-1-4-mrd,5 jan 18
Veiligheidslek dwingt chipmakers roer om te gooien,Fabrikanten zullen na chiplekken Spectre en Meltdown meer in moeten zetten op veiligheid in plaats van op nog hogere snelheid.,https://fd.nl/ondernemen/1234768/veiligheidslek-dwingt-chipmakers-roer-om-te-gooien,5 jan 18
Private equity betaalt kwart miljard euro voor trekhaken van Bosal,Amerikaanse durfkapitalist TowerBrook neemt winstgevende divisie van Belgisch-Nederlands familiebedrijf over voor volgens ingewijden circa €250 mln.,https://fd.nl/ondernemen/1234877/bosal-verkoopt-trekhakendivisie-aan-durfkapitalist-towerbrook,5 jan 18
Peking duwt consument elektrische auto in,"China spendeerde al miljarden aan subsidies voor stekkerauto's. Die zijn nu afgeschaft, maar de elektrische rijder krijgt nog tal van voordeeltjes",https://fd.nl/ondernemen/1234806/peking-duwt-consument-elektrische-auto-in,5 jan 18
Beleggers storten zich massaal op wiet,"Markt voor beleggen in cannabis groeit naar $56 mrd in 2025, zo wordt voorspeld.",https://fd.nl/beurs/1234805/beleggers-storten-zich-massaal-op-wiet,5 jan 18
Het effect van belastingmaatregelen? Sla er maar een slag naar,Elk jaar brengt een scala aan nieuwe belastingmaatregelen. De reacties van de belastingbetaler – en dus de opbrengsten en kosten – variëren van voorspelbaar tot buitengewoon ongewis.,https://fd.nl/werk-en-geld/1234236/fiscale-verrassingen,5 jan 18
Worden de ziekenhuizen in Nederland te groot?,Toezichthouder NZa gebruikte begin vorig jaar voor het eerst de beladen kwalificatie 'too big to fail' voor een ziekenhuis. Maar 'too small to survive' is ook een risico.,https://fd.nl/economie-politiek/1233686/worden-de-ziekenhuizen-in-nederland-te-groot,5 jan 18
Personalia 5-1-2018,"Nieuwe baan? Meld het aan personalia@fd.nl, met leeftijd, Nederlandse functieomschrijving van oude en nieuwe baan en een hoge resolutie portretfoto.",https://fd.nl/profiel/1234799/personalia-5-1-2018,5 jan 18
Wärtsilä koopt Zeeuwse onderwaterspecialist voor €21 mln ,"Het Finse technologieconcern Wärtsilä heeft het Zeeuwse bedrijf Trident overgenomen, dat gespecialiseerd is in onderhoud, inspectie en reparatie van schepen onder water.",https://fd.nl/ondernemen/1234883/technologieconcern-wartsila-koopt-voor-21-mln-zeeuwse-onderwaterspecialist,4 jan 18
"Vermogensbeheerder koopt restanten Westinghouse voor $4,6 mrd","Een consortium onder leiding van de Canadese vermogensbeheerder Brookfield heeft voor $4,6 mrd de restanten gekocht van kerncentralebouwer Westinghouse Electric.",https://fd.nl/ondernemen/1234882/vermogensbeheerder-brookfield-koopt-voor-4-6-mrd-restanten-westinghouse,4 jan 18
Regering-Trump plant uitbreiding boorgebieden langs Amerikaanse kust,Totale breuk met beleid van voorganger Barack Obama.,https://fd.nl/economie-politiek/1234881/regering-trump-plant-grote-uitbreiding-boorgebieden-langs-amerikaanse-kust,4 jan 18
Dow Jones knalt door de 25.000 punten,Toonaangevende Amerikaanse beursgraadmeters beginnen 2018 met nieuwe records.,https://fd.nl/beurs/1234762/wall-street-let-op-intel-en-tesla,4 jan 18
2017 was duurste rampenjaar ooit voor verzekeraars,De natuurrampen van 2017 hebben de verzekeringssector $135 mrd gekost. Vooral Harvey was erg duur.,https://fd.nl/economie-politiek/1234880/2017-was-duurste-rampenjaar-ooit-voor-verzekeraars,4 jan 18
Unilever sluit 160 jaar oude mosterdfabriek in Norwich,Colman's is een van oudste merken van levensmiddelenconcern ,https://fd.nl/ondernemen/1234879/unilever-sluit-160-jaar-oude-mosterdfabriek-in-het-britse-norwich,4 jan 18
Witte Huis probeert publicatie onthullend boek te verhinderen,"Fire and Fury schetst een beeld van Trump die slecht op de hoogte is, een staatsman die niet leest, niet luistert en een zeer beperkte aandachtsspanne heeft.",https://fd.nl/economie-politiek/1234878/witte-huis-probeert-publicatie-onthullend-boek-te-verhinderen,4 jan 18
Wereldwijde schuldenberg groeit naar $232.900 mrd,"Totale schuld stijgt naar recordniveau, maar relatief gezien neemt de schuldenlast al vier kwartalen in beperkte mate af.",https://fd.nl/economie-politiek/1234976/wereldwijde-schuldenberg-groeit-naar-232-900-mrd,4 jan 18
Supermarktconcern Jan Linders ziet jaaromzet met 5% groeien,Limburgse keten claimt sneller te groeien dan de markt,https://fd.nl/ondernemen/1234975/supermarktconcern-jan-linders-ziet-omzet-in-2017-met-5-toenemen,4 jan 18
Convenant effectiever door samenwerking,Kledingmerken en textielfabrikanten kunnen misstanden samen uitbannen,https://fd.nl/opinie/1234788/convenant-effectiever-door-samenwerking,4 jan 18
Reken schadeadviseur af op basis van een adviesbeloning,Reken schadeadviseur af op basis van een adviesbeloning,https://fd.nl/opinie/1234787/reken-schadeadviseur-af-op-basis-van-een-adviesbeloning,4 jan 18
Rutte III tast geloofwaardigheid van belastingstelsel verder aan,Gecamoufleerde verhoging van de belastingdruk werkt contraproductief,https://fd.nl/opinie/1234467/rutte-iii-tast-geloofwaardigheid-van-belastingstelsel-verder-aan,4 jan 18
Veilige werkvloer vereist gedegen beleid,"Ongeschreven fatsoensregels kunnen maar beter zwart op wit komen, hoe vanzelfsprekend ze ook lijken. ",https://fd.nl/opinie/1234795/veilige-werkvloer-vereist-gedegen-beleid,4 jan 18
Duitse schuldenklok loopt weer achteruit,"De 'Schuldenuhr' van de bond van Duitse belastingbetalers, loopt sinds 1 januari met €78 per seconde terug.",https://fd.nl/economie-politiek/1234876/duitse-schuldenklok-loopt-weer-achteruit,4 jan 18
SBM wint op hogere beurs,Olieprijs en Europese inkoopmanagers geven aandelenbeurzen steun,https://fd.nl/beurs/1234782/aex-stevent-ondanks-koerssprong-in-japan-af-op-vlakke-opening,4 jan 18
Rijnland revisited,Er hangt verandering in de lucht. Wordt 2018 het jaar van de trendbreuk?,https://fd.nl/opinie/1234785/rijnland-revisited,4 jan 18
Toezichthouder kritisch over gebrekkig onderhoud kernreactor Doel 3,Betonrot gevonden in niet-nucleaire gedeelte. Belgische nucleaire toezichthouder verwijt Engie Electrabel een gebrek aan onderhoud.,https://fd.nl/ondernemen/1234771/atoomtoezichthouder-verwijt-electrabel-gebrekkig-onderhoud-kerncentrale-doel,4 jan 18
Microscopenmaker Phenom World in Amerikaanse handen,Miljardenconcern Thermo Fisher Scientific neemt een meerderheidsbelang in het Eindhovense bedrijf.,https://fd.nl/ondernemen/1234770/amerikaans-miljardenconcern-koopt-eindhovense-microscopenproducent-phenom-world,4 jan 18
Onconventionele plannen Spotify spotten met wetten van beursgang,"Vergeet inschrijven op nieuwe aandelen, vergeet zakenbanken, vergeet de introductieprijs.",https://fd.nl/beurs/1234810/onconventionele-plannen-spotify-spotten-met-alle-wetten-van-de-beursgang,4 jan 18
Wat denken beursexperts van 2018?,"De AEX zal dit jaar naar verwachting 2,5% stijgen. Enthousiasme is er rond Aegon, minder positieve geluiden over ArcelorMittal.",https://fd.nl/beurs/1234801/wat-denken-beursexperts-van-2018,4 jan 18
Big Brother geeft elke Chinees een 'sociale kredietrating',Digitalisering biedt Peking de kans om burgers en bedrijven weer realtime te bespieden,https://fd.nl/morgen/1234577/het-systeem-dat-china-eerlijk-maakt,4 jan 18
